,Status,City
1237,current,Panyindangan
1238,current,Sinapel
1239,current,Cisurupan
1240,current,Sukamandi
1241,current,Parigi
1242,current,Lembur Tengah
1243,current,Sindangkerta
1244,current,Sukawening
1245,current,Kubang
1246,current,Pasirangin Satu
1247,current,Nangkapayung
1248,current,Jangkurang Kidul
1249,current,Cibeureum
1250,current,Cibeureum
1251,current,Cibeureum
1252,current,Gunungsulah
1253,current,Batutumpang
1254,current,Suci Kidul
1255,current,Bunisakit
1256,current,Ikar
1257,current,Datarpasang
1258,current,Cisandaan
1259,current,Panyingkiran
1260,current,Panyingkiran
1261,current,Rancabolang
1262,current,Ciela Lebak
1263,current,Onyam
1264,current,Cimuncang
1265,current,Gempol
1266,current,Cikokong
1267,current,Cibugel
1268,current,Lemahsari
1269,current,Pasirirnem
1270,current,Halimpu
1271,current,Lewo
1272,current,Cijagra
1273,current,Situbatu
1274,current,Babakansingkur
1275,current,Tegallega
1276,current,Kondangrege
1277,current,Cinisti
1278,current,Pangligaran
1279,current,Cigintung
1280,current,Cigintung
1281,current,Cibaregbeg
1282,current,Sindangkopo
1283,current,Sukaratu
1284,current,Cibunar
1285,current,Cibunar
1286,current,Sukarasa
1287,current,Pamungguan
1288,current,Bentar Girang
1289,success,Caringin
1290,current,Baluburlimbangan
1291,current,Sukawangsa
1292,current,Bungbulang
1293,current,Cangkuang
1294,current,Cangkuang
1295,current,Babakan Nyampay
1296,current,Gununglimbangan
1297,current,Losari
1298,current,Bojong
1299,current,Sugihmukti
1300,current,Bayongbong
1301,current,Dungusiku
1302,current,Parabon
1303,current,Bakom
1304,current,Jembatandua
1305,current,Suci Kaler
1306,current,Cisero
1307,current,Cicayur
1308,current,Tegalsari
1309,current,Babakan
1310,current,Mawar
1311,current,Bangbayang
1312,current,Bangbayang
1313,current,Tarogong
1314,current,Sukajadi
1315,current,Citangtu Kaler
1316,current,Talegong Dua
1317,current,Babgot
1318,current,Cigadog
1319,current,Cigadog
1320,current,Karangpawitan
1321,current,Tagog
1322,current,Hanjuang
1323,current,Cireundang
1324,current,Selaawi
1325,current,Selaawi
1326,current,Babakanloa
1327,current,Babakanloa
1328,current,Babakanloa
1329,current,Pangatikan
1330,current,Pasanggrahan
1331,current,Pasanggrahan
1332,current,Pasanggrahan
1333,city not found,Cidarengdeng
1334,current,Rahayu
1335,current,Cibolang
1336,current,Cibolang
1337,current,Cinyumput
1338,current,Sindanglaya
1339,current,Sindangratu
1340,current,Nagara Tengah
1341,current,Cikulahan
1342,current,Citambal
1343,current,Cikembulan
1344,current,Cijaringao
1345,current,Cimaung Kidul
1346,current,Amerta
1347,current,Bokor
1348,current,Bunisari
1349,current,Bunisari
1350,current,Talagasari
1351,current,Cogreg Wetan
1352,current,Halteu
1353,current,Andir
1354,current,Haruman
1355,current,Peer
1356,current,Pidayeuheun
1357,current,Cilolohan
1358,current,Nangkasari
1359,current,Talagajaya
1360,current,Munjul
1361,current,Pasirjengkol
1362,current,Ngamplang
1363,current,Cigadog Hilir
1364,current,Cibalieur
1365,current,Ciawi
1366,current,Salakuray
1367,current,Ciloa
1368,current,Pasirjambu
1369,current,Nangoh
1370,current,Jayabakti
1371,current,Rancapanjang
1372,current,Padahurip
1373,current,Padasono
1374,current,Cipeuyeum
1375,current,Garut
1376,current,Cisewu
1377,current,Rancapare
1378,current,Jati
1379,current,Jati
1380,current,Jati
1381,current,Nangkaruka
1382,current,Sarkanjut
1383,success,Wanaraja
1384,current,Rengganis
1385,current,Toblong
1386,current,Dangiang
1387,current,Cipeucang
1388,current,Sukasari
1389,current,Sukasari
1390,current,Nagrak
1391,current,Bojongkalapa
1392,current,Pangrumasan
1393,current,Saar Kaler
1394,current,Sinarbakti
1395,current,Mekarasih
1396,current,Samanggen
1397,current,Sadang Kulon
1398,current,Tajurdesa
1399,current,Baros
1400,current,Ciharus
1401,current,Ciharus
1402,current,Pangauban
1403,current,Kandangsapi
1404,current,Besarmanah
1405,current,Kudang
1406,current,Kudang
1407,current,Malangbong
1408,current,Cikalaces
1409,current,Pakenjeng
1410,city not found,Kurnia
1411,current,Pasirsalam
1412,current,Cipaku
1413,current,Cibodas
1414,current,Cibodas
1415,current,Cipeundeuy
1416,current,Sawahlegok
1417,current,Indralayang
1418,current,Maribaya
1419,current,Karees
1420,current,Pangeureunan
1421,current,Puncaksari
1422,current,Haurpanggung
1423,current,Ciwalen
1424,current,Cikembar
1425,current,Bebedahan
1426,current,Bebedahan
1427,current,Lengkongjaya
1428,current,Tegalgede
1429,current,Tegalgede
1430,current,Saradan
1431,current,Cisompet
1432,current,Cikajang
1433,current,Pasirwangi
1434,current,Situsari
1435,current,Perum
1436,current,Jager
1437,current,Cijayana
1438,success,Simpang
1439,success,Simpang
1440,success,Simpang
1441,city not found,Radug
1442,current,Salamnunggal
1443,success,Pameungpeuk
1444,current,Karangtengah
1445,current,Pasar Kulon
1446,current,Sidangpalay
1447,current,Burujul
1448,current,Burujul
1449,current,Cileles
1450,current,Cinyawar
1451,current,Pasar
1452,current,Pasar
1453,current,Jayaraga Kaler
1454,current,Cibera
1455,city not found,Saar
1456,current,Karangsari
1457,current,Karangsari
1458,current,Saribakti
1459,current,Sukarame
1460,current,Bandrek
1461,current,Maroko
1462,current,Desakolot
1463,current,Desakolot
1464,current,Kampungdesa
1465,current,Sirnagalih
1466,current,Nagaracinta
1467,current,Cikalong
1468,current,Pasar Kidul
1469,current,Tegalastana
1470,success,Genteng
1471,current,Nagrog Wetan
1472,current,Gudang
1473,current,Gudang
1474,current,Cinunuk Girang
1475,current,Cikuwiwi
1476,current,Ngompot
1477,current,Sukamanah
1478,current,Dangdeur
1479,current,Pataruman
1480,current,Pataruman
1481,current,Cikuya
1482,current,Babakancilamo
1483,current,Panunggangan
1484,current,Nangoh Tonggoh
1485,current,Cihuni
1486,current,Rancabuaya
1487,current,Neglasari
1488,current,Neglasari
1489,current,Batukarut
1490,current,Pasantrentengah
1491,current,Tegallame
1492,current,Singajaya
1493,current,Cikole Hilir
1494,current,Cidatar Kulon
1495,current,Taluncemara
1496,current,Astana Hilir
1497,current,Banjarwangi
1498,success,Cikarang
1499,city not found,Babakandesa
1500,current,Karobokan
1501,current,Sikluk
1502,current,Cihayam
1503,current,Cogreg Kulon
1504,current,Barubandung
1505,current,Sangojar
1506,current,Cigolewang
1507,current,Putrajawa
1508,current,Ciwaru
1509,current,Urug
1510,current,Pasirluhur
1511,current,Cipatat
1512,current,Cipancar
1513,current,Slamanyah
1514,success,Surabaya
1515,current,Cileungsing
1516,current,Ciranca
1517,current,Giriawas
1518,current,Tegaljati
1519,current,Pasarkolot
1520,current,Nangerang
1521,current,Cipondok
1522,current,Babakansalam
1523,current,Cihuni Kaler
1524,current,Cibitung
1525,current,Cibitung
1526,current,Negla
1527,current,Tangulun
1528,current,Ciperang
1529,current,Pasirbaros
1530,current,Kalidung
1531,current,Barusuda
1532,current,Babakan Baru
1533,current,Pakuwon
1534,current,Cikelet
1535,current,Padaimut
1536,current,Panawuan
1537,current,Karangtengah
1538,current,Cigadog
1539,current,Cilawu
1540,current,Kaduengang
1541,current,Pancasura
1542,current,Sukawangi
1543,current,Bendungan
1544,current,Bojong
1545,current,Temanggung
1546,current,Bojongloa
1547,city not found,Kranjih
1548,current,Pagaden
1549,current,Bengras
1550,current,Kaliboto
1551,current,Manis Legokherang
1552,current,Lubuk Pakam
1553,success,Nganjuk
1554,current,Selajambe
1555,current,Selajambe Satu
1556,current,Tegalharjo
1557,current,Bantengan
1558,current,Wungwung
1559,current,Kedungbang
1560,current,Dopang
1561,current,Krajan Kedungsari
1562,current,Lengkong
1563,current,Kalangan
1564,current,Balong
1565,current,Blingi
1566,current,Sentul
1567,current,Kampunganyar
1568,current,Pulorejo
1569,current,Bendar
1570,current,Margoyoso
1571,current,Babatan
1572,current,Belah Lor
1573,current,Ketip
1574,current,Rejoso
1575,current,Lambangan
1576,current,Padas
1577,current,Malangan
1578,current,Krajan Kinanti
1579,current,Kemiri
1580,current,Terteg
1581,current,Belahan
1582,current,Kebonsawahan
1583,current,Beringin
1584,current,Bangkol
1585,current,Krajan Waturoyo
1586,current,Ketitang Wetan
1587,current,Mencon
1588,current,Ngulakan
1589,current,Guyangan
1590,current,Guyangan
1591,current,Legok
1592,current,Sarirejo
1593,current,Jetak Kulon
1594,current,Rendole
1595,current,Lundo
1596,current,Geneng
1597,current,Ngurenrejo
1598,current,Raci
1599,current,Ketapang
1600,current,Kedalon
1601,current,Ketanen
1602,current,Pule
1603,current,Mrican
1604,current,Pengilon
1605,current,Ngepungkrajan
1606,current,Batur Kidul
1607,current,Karang
1608,current,Krajan Karangwage
1609,current,Jepuro
1610,current,Plalangan
1611,current,Druju
1612,current,Krajan Tegalombo
1613,current,Pentungan
1614,current,Baran
1615,current,Bulumulyo
1616,current,Plosojenar
1617,current,Bapoh
1618,current,Krajan Keboromo
1619,current,Ngetuk
1620,current,Tanggung
1621,current,Karangboyo
1622,current,Karangnongko
1623,current,Golong
1624,current,Tunggulsari
1625,current,Trolu
1626,current,Randangan
1627,current,Daulan
1628,current,Gawanan
1629,current,Pencil
1630,current,Sanglur
1631,current,Runting
1632,current,Pondohan
1633,current,Dukuhseti
1634,current,Ngurensiti
1635,current,Suwatu
1636,current,Triwil
1637,current,Karangrowo
1638,current,Krajan Gajahmati
1639,current,Tlogorejo
1640,current,Cabak Satu
1641,current,Krajan Dukuhseti
1642,current,Mojolampir
1643,current,Kauman
1644,current,Ploso
1645,current,Jontro
1646,current,Pangkalan
1647,current,Ngarus
1648,current,Tluwah
1649,current,Lahar
1650,current,Taunan
1651,current,Ngaliyan
1652,current,Bodeh
1653,current,Sekarjalak
1654,current,Geneng Tengah
1655,success,Tayu
1656,current,Jembangan
1657,current,Ngulaan
1658,current,Sempu
1659,current,Jakenan
1660,current,Dukutalit
1661,current,Pohijo
1662,current,Klayusiwalan
1663,current,Trangkil
1664,current,Jepat Kidul
1665,current,Sejomulyo
1666,current,Gemiring
1667,current,Regaloh
1668,current,Tegalwero
1669,current,Winong
1670,current,Winong
1671,current,Genetan
1672,current,Semerak
1673,current,Growong Kidul
1674,current,Krajan Gajihan
1675,current,Krajan Ngagel
1676,current,Krajan Bakalan
1677,current,Kalisabuk
1678,current,Tlogowungu
1679,current,Tlogo
1680,current,Bringin
1681,current,Pohbango
1682,current,Tunjungrejo
1683,current,Drajak
1684,current,Bulumanis Kidul
1685,current,Krajan Satu Kembang
1686,current,Bancak Wetan
1687,current,Bongsri
1688,current,Guwo
1689,current,Kebonagung
1690,current,Krandan
1691,current,Suwaduk
1692,current,Ngening
1693,current,Kebonturi
1694,current,Pagak Kulon
1695,current,Kemangi
1696,current,Manding
1697,current,Gunungwungkal
1698,current,Kembang
1699,current,Kuniran
1700,current,Pajeksan
1701,current,Sumberan
1702,current,Baleber
1703,current,Bagangan
1704,current,Batangan
1705,current,Tayu Kulon
1706,current,Banteng
1707,current,Kedung
1708,current,Bakaran Kulon
1709,current,Banyutowo
1710,current,Karang Wetan
1711,current,Bajomulyo
1712,current,Bonagung
1713,current,Tlogocilik
1714,current,Gondosari
1715,current,Tlogomojo
1716,current,Tlutup
1717,current,Mantingantengah
1718,current,Geritan
1719,current,Krajan Kajar
1720,current,Kedungpancing
1721,current,Krajan Langenharjo
1722,current,Jambean
1723,current,Wedarijaksa
1724,current,Pasucen
1725,current,Palemgede
1726,current,Krajan Alasdowo
1727,current,Glonggong
1728,current,Kadilangu
1729,current,Karanganyar
1730,current,Dersah
1731,current,Tluwuk
1732,current,Bulumanis Lor
1733,current,Kincir Wetan
1734,current,Parenggan
1735,current,Sidomukti
1736,current,Bumimulyo
1737,current,Bancaran
1738,current,Kletek
1739,current,Doropayung
1740,current,Karangdowo
1741,current,Margotuhu Kidul
1742,current,Ngangguk
1743,current,Kepoh
1744,current,Widorokandang
1745,current,Kudukeras
1746,current,Payang
1747,current,Sambilawang
1748,current,Pesagen
1749,current,Tlogoharum
1750,current,Jetak
1751,current,Jetak
1752,current,Puri
1753,current,Gendolo
1754,current,Krajan Grogolan
1755,current,Kaborongan
1756,current,Rowo
1757,current,Krajan Tanjungrejo
1758,current,Koroyo
1759,current,Tegalarum
1760,current,Bungasrejo
1761,current,Kalimati
1762,current,Tapen
1763,current,Klumpit
1764,current,Batursari
1765,current,Pekuwon
1766,current,Tambakromo
1767,current,Growong Lor
1768,current,Pecinan
1769,current,Sobo
1770,current,Bagu
1771,current,Purwosari
1772,success,Juwana
1773,current,Cibolek Kidul
1774,current,Jembul Kulon
1775,current,Mangonan
1776,current,Dodol
1777,current,Boto
1778,current,Asempapan
1779,current,Kijingan
1780,current,Kajen
1781,current,Mantingan
1782,success,Sumber
1783,current,Pagerharjo
1784,current,Bakaran Wetan
1785,current,Mantup
1786,current,Delok
1787,current,Cilengkrang
1788,current,Sumberejo
1789,city not found,Sumberbakti
1790,city not found,Kemereh
1791,city not found,Robatal
1792,city not found,Tapaan Timur
1793,city not found,Derbing
1794,city not found,Banyuates
1795,success,Sampang
1796,city not found,Tlagah Timur
1797,city not found,Tiara
1798,city not found,Tebanah
1799,city not found,Jalgung
1800,current,Taman
1801,city not found,Tenggina Daya
1802,city not found,Duwakkandung
1803,city not found,Bungkeduk
1804,current,Ketapang
1805,city not found,Nepa
1806,current,Masaran
1807,current,Sembung
1808,city not found,Kendung Timur
1809,city not found,Ramaram
1810,current,Kapasan
1811,city not found,Korbukor
1812,city not found,Sokobanah
1813,city not found,Taposan
1814,current,Bira
1815,city not found,Nanger
1816,city not found,Pajung
1817,city not found,Galis
1818,city not found,Bateke
1819,city not found,Batulenger Barat
1820,city not found,Tetean
1821,city not found,Morbatoh
1822,city not found,Pangtangis Dajah
1823,city not found,Kemiri Daya
1824,city not found,Sebegen
1825,city not found,Mandeman Daya
1826,city not found,Pandian
1827,city not found,Lekedalem
1828,city not found,Palecenan
1829,city not found,Ragung
1830,city not found,Duk Timur
1831,current,Tengah
1832,city not found,Minian
1833,city not found,Gilin
1834,city not found,Baih
1835,city not found,Sorren Daya
1836,city not found,Kombangan
1837,city not found,Kopok
1838,current,Sukamulya
1839,current,Cisingkah
1840,current,Kekeri
1841,current,Bojongsari
1842,city not found,Mangkaan
1843,current,Ronggo
1844,current,Pacangaan
1845,current,Tunggulsari
1846,city not found,Lobuk
1847,current,Gubukjero Timuk
1848,current,Nyiurtebel
1849,current,Batubasong Lauk
1850,city not found,Pengkelakmas
1851,current,Kabar Utara
1852,current,Aikmel
1853,current,Pringgabaya
1854,current,Bungtiang Barat
1855,current,Setanggor
1856,current,Bongkemalik
1857,current,Dalamdesa Selatan
1858,current,Tetebatu
1859,current,Dayanpeken
1860,current,Obelobel
1861,current,Denggen Daya
1862,current,Montongtangi Timuk
1863,current,Timukpeken
1864,current,Paokmotong Utara
1865,current,Masbagik
1866,current,Lelongken
1867,current,Kembangkerang Lauk Timur
1868,current,Gunungrajak
1869,current,Terara
1870,current,Terara Utara
1871,current,Timba Timuk
1872,current,Dalam Daya
1873,current,Karangranjong
1874,current,Sukamulia
1875,current,Danger Utara
1876,current,Montonggedeng
1877,current,Montongbaan
1878,current,Montongkemong
1879,current,Lepak
1880,current,Timba Lauk
1881,current,Rempungtimur Utara
1882,current,Gubuk Timuk
1883,current,Lintek
1884,current,Mandikbatu
1885,current,Jorong Lauk
1886,current,Selong
1887,current,Keroak
1888,current,Selaparang Timur
1889,current,Gubuk Daya
1890,current,Gubuk Daya
1891,current,Sembalunbumbung
1892,current,Dasanlian Lauk
1893,current,Sembalunlawang
1894,city not found,Gubuk Lauk
1895,current,Suradi Selatan
1896,current,Paoqpampang
1897,current,Mujur
1898,current,Peresak Barat
1899,current,Belanting
1900,current,Kampungmasjid
1901,current,Sukadana Selatan
1902,current,Kampungbaru
1903,current,Jorowaru Daya
1904,current,Bebae
1905,current,Sepolong Timur
1906,current,Gereneng
1907,current,Pancoran
1908,current,Tanjungluar
1909,current,Muhajirin
1910,current,Sikur
1911,current,Bagikkedok Lauk
1912,current,Gubuk Leuk
1913,current,Pemongkong
1914,current,Selebung
1915,current,Laukrurung
1916,current,Anjani Barat
1917,current,Sambelia
1918,current,Meringkik
1919,current,Sakra
1920,current,Rarang Selatan
1921,success,Wonosobo
1922,current,Suwangi Utara
1923,current,Banjarnegara
1924,current,Depek
1925,current,Gunungsari
1926,current,Ledok
1927,current,Montongtebolak
1928,current,Doyok
1929,current,Cipasung
1930,city not found,Campok
1931,current,Perian Selatan
